Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
cpx14.3,Clinopyroxene,52.9,0.28,1.07,0,11.1,0.35,14.8,19.1,0.4,0.02,100
cpx15.1,Clinopyroxene,53.9,0.19,0.74,0.01,10.5,0.34,15,19.2,0.34,0.01,100.3
cpx15.2,Clinopyroxene,53.7,0.18,0.82,0.01,10.5,0.33,15.3,19.4,0.31,0,100.7
cpx15.3,Clinopyroxene,53.5,0.24,0.92,0,11.4,0.42,14.7,19,0.34,0.01,100.7
cpx18.1,Clinopyroxene,53.3,0.22,0.83,0.01,11.7,0.36,14.7,19,0.35,0,100.5
cpx18.2,Clinopyroxene,52.5,0.19,0.78,0,11.5,0.34,14.5,19,0.33,0,99.2
cpx18.3,Clinopyroxene,52.2,0.4,1.71,0,11.6,0.34,14.1,18.7,0.37,0.01,99.3
cpx20.1,Clinopyroxene,52.6,0.25,0.94,0.02,11.4,0.31,14.7,18.9,0.36,0,99.4
cpx20.2,Clinopyroxene,52.7,0.31,1.16,0.01,12.2,0.33,14.9,18.6,0.36,0,100.6
stockstill1,Clinopyroxene,48.26,0.78,4.84,0,11.1,0.35,12.15,21.99,0.51,0,100
stockstill2,Clinopyroxene,49.92,0.83,4.66,0.08,11.52,0.35,12.77,19.37,0.52,0,100
stockstill3,Clinopyroxene,50.89,0.55,2.9,0,7.39,0.27,16.44,21.3,0.27,0,100
stockstill4,Clinopyroxene,50.89,0.37,1.97,0.04,10.79,0.39,13.76,21.37,0.42,0,100
stockstill5,Clinopyroxene,51.8,0.38,3.5,0.76,5.13,0.01,15.67,22.32,0.41,0,99.99
stockstill6,Clinopyroxene,50.58,0.57,4.39,0.06,6.39,0.01,15.62,22,0.38,0,100
stockstill7,Clinopyroxene,52.75,0.37,3.48,0.5,5.96,0.01,16.86,19.66,0.4,0,100
stockstill8,Clinopyroxene,53.21,0.44,5.68,0.09,6.49,0.02,14.49,18.79,0.74,0.07,100
stockstill9,Clinopyroxene,50.99,0.57,3.14,0.47,6.31,0.02,15.6,22.57,0.33,0,100
stockstill10,Clinopyroxene,50.73,0.55,3.9,0.4,6.7,0.02,14.97,22.29,0.44,0,100
stockstill11,Clinopyroxene,52.43,0.3,1.4,0.01,9.91,0.24,14.22,21.16,0.33,0,100
stockstill12,Clinopyroxene,51.15,0.56,2.54,0.03,10.18,0.27,13.61,21.27,0.41,0,100
BD1-R,Clinopyroxene,50.28,0.94,3.48,3.48,9.05,0.25,14.67,20.46,0.22,0,
BD1-C,Clinopyroxene,51.945,0.52,1.85,1.85,9.93,0.36,14.92,20.08,0.33,0,
SL4-2R,Clinopyroxene,51.66,0.51,2.27,2.27,9.66,0.26,14.19,19.99,0.41,0,
SL4-2C,Clinopyroxene,51.58,0.49,2.85,2.85,6.91,0.21,15.91,20.82,0.31,0,
SL2-2R,Clinopyroxene,52.06,0.34,1.66,1.66,11.7,0.36,13.43,19.67,0.43,0,
SL2-2C,Clinopyroxene,51.29,0.34,1.77,1.77,11.7,0.28,13.31,19.45,0.45,0,
19-1E-11-73 cpx-1 ,Clinopyroxene,51.678,0.283,1.473,0.005,9.364,0.299,13.954,20.914,0.397,0.014,98.484
19-1E-11-73 cpx-2 ,Clinopyroxene,51.917,0.308,1.334,0,9.151,0.268,13.963,21.176,0.392,0.011,98.52
19-1E-11-73 cpx-3 ,Clinopyroxene,51.854,0.29,1.43,0.011,9.365,0.317,13.968,20.948,0.382,0.006,98.571
19-1E-11-73 cpx-4 ,Clinopyroxene,51.578,0.322,1.51,0,9.408,0.289,13.94,20.73,0.43,0.012,98.219
19-1E-11-73 cpx-5 ,Clinopyroxene,51.555,0.307,1.556,0,9.273,0.324,13.906,20.666,0.417,0.015,98.043
19-1E-11-73 cpx-6 ,Clinopyroxene,51.653,0.334,1.56,0,9.375,0.334,13.935,20.706,0.378,0.039,98.336
19-1E-11-73 cpx-7 ,Clinopyroxene,51.645,0.339,1.495,0,9.505,0.336,13.889,20.504,0.403,0.03,98.152
19-1E-11-73 cpx-8 ,Clinopyroxene,51.695,0.279,1.424,0.018,9.317,0.32,13.842,20.883,0.355,0.016,98.155
19-1E-11-73 cpx-9 ,Clinopyroxene,51.94,0.265,1.334,0,9.218,0.352,14.192,21.003,0.38,0.012,98.696
19-1E-11-73 cpx-10 ,Clinopyroxene,51.419,0.289,1.674,0.003,10.062,0.373,13.835,20.101,0.408,0.012,98.213
19-1E-11-73 cpx-11 ,Clinopyroxene,51.501,0.328,1.563,0.007,9.219,0.32,13.993,20.585,0.383,0.004,97.903
19-1E-11-73 cpx-12 ,Clinopyroxene,51.535,0.307,1.463,0.018,9.36,0.286,14.12,20.768,0.364,0.011,98.232
19-1E-11-73 cpx-13 ,Clinopyroxene,52.086,0.241,1.155,0,9.156,0.301,14.121,21.045,0.37,0.007,98.482
19-1E-11-73 cpx-14 ,Clinopyroxene,52.164,0.26,1.213,0,9.064,0.309,14.256,20.664,0.346,0.001,98.277
19-1E-11-73 cpx,Clinopyroxene,51.774,0.315,1.433,0,9.305,0.308,14.045,20.736,0.368,0.015,98.299
93ss117-cpx1-1 ,Clinopyroxene,52.464,0.214,1.526,0.014,9.478,0.299,14.23,20.686,0.425,0.006,99.346
93ss117-cpx1-2 ,Clinopyroxene,52.549,0.265,1.514,0.008,9.595,0.282,14.304,20.586,0.431,0.006,99.544
93ss117-cpx1-3 ,Clinopyroxene,52.447,0.242,1.567,0.001,9.597,0.271,14.251,20.696,0.46,0.006,99.538
93ss117-cpx1-4 ,Clinopyroxene,52.555,0.242,1.559,0,9.298,0.286,14.069,20.413,0.443,0.005,98.87
93ss117-cpx1-5 ,Clinopyroxene,52.41,0.258,1.636,0.017,9.586,0.288,14.086,20.454,0.418,0,99.244
93ss117-cpx1core-1 ,Clinopyroxene,51.919,0.305,1.816,0.028,9.761,0.299,13.935,20.564,0.447,0,99.074
93ss117-cpx1core-2 ,Clinopyroxene,52.21,0.289,1.807,0.025,9.806,0.273,13.98,20.596,0.482,0,99.586
93ss117-cpx1core-3 ,Clinopyroxene,51.718,0.249,1.697,0.049,9.978,0.295,13.857,20.348,0.477,0,98.668
93ss117-cpx1core-4 ,Clinopyroxene,51.995,0.28,1.686,0.047,9.766,0.305,13.987,20.285,0.482,0,98.92
93ss117-cpx1core-5 ,Clinopyroxene,52.142,0.311,1.76,0.034,9.892,0.28,13.776,20.58,0.501,0,99.363
93ss117-cpx5cr-1 ,Clinopyroxene,51.085,0.476,2.209,0,8.65,0.262,14.177,20.753,0.467,0,98.079
93ss117-cpx5cr-2 ,Clinopyroxene,50.977,0.534,2.245,0.013,8.731,0.252,14.102,20.799,0.457,0.008,98.209
93ss117-cpx5cr-3 ,Clinopyroxene,51.237,0.436,2.051,0.01,8.63,0.289,14.186,20.842,0.456,0,98.204
93ss117-cpx5cr-4 ,Clinopyroxene,51.209,0.41,1.987,0,8.763,0.258,14.225,20.593,0.414,0,97.902
93ss117-cpx5cr-5 ,Clinopyroxene,51.345,0.355,1.914,0,8.693,0.272,14.365,20.925,0.422,0,98.327
93ss117-cpx5rm-1 ,Clinopyroxene,51.618,0.306,1.845,0.016,9.63,0.304,13.725,20.72,0.47,0.002,98.648
93ss117-cpx5rm-2 ,Clinopyroxene,51.952,0.318,1.829,0.03,9.793,0.279,13.756,20.658,0.483,0,99.139
93ss117-cpx5rm-3 ,Clinopyroxene,51.422,0.339,1.831,0.029,9.695,0.298,13.618,20.699,0.441,0.001,98.391
93ss117-cpx5rm-4 ,Clinopyroxene,51.571,0.273,1.871,0.03,9.592,0.281,13.695,20.69,0.46,0.005,98.478
93ss117-cpx5rm-5 ,Clinopyroxene,51.802,0.267,1.504,0.032,9.579,0.279,13.831,20.779,0.439,0.008,98.569
px1,Clinopyroxene,52.75,0.45,2.63,0.26,6.42,0.14,16.76,19.15,0.39,,99
px1,Clinopyroxene,51.38,0.8,2.04,0.01,9.36,0.32,16.16,17.74,0.42,,98.29
px2,Clinopyroxene,52.25,0.49,2.74,0.32,6.37,0.15,16.55,19.28,0.43,,98.6
px2,Clinopyroxene,50.49,0.84,3.42,0.04,8.86,0.25,15.53,18.45,0.44,,98.38
px3,Clinopyroxene,52.54,0.37,1.66,0.02,11,0.27,14.52,18.45,0.47,,99.32
px3,Clinopyroxene,52.67,0.47,2.27,0.12,6.55,0.15,16.91,19.46,0.3,,98.95
px4,Clinopyroxene,53.42,0.44,2.33,0.18,6.66,0.14,17.27,19.09,0.37,,99.95
px5,Clinopyroxene,53.48,0.38,2.13,0.31,6.2,0.17,17.24,19.39,0.37,,99.71
px5,Clinopyroxene,49.69,1.24,4.91,0,9.64,0.21,15.04,18.31,0.45,,99.52
px6,Clinopyroxene,51.78,0.45,2.25,0.07,10.39,0.25,14.58,18.67,0.44,,98.9
px6,Clinopyroxene,52.64,0.46,2.22,0.2,6.28,0.16,17.08,19.35,0.28,,98.72
px7,Clinopyroxene,51.8,0.32,1.72,0.02,12.19,0.3,13.98,18.22,0.46,,99.1
px7,Clinopyroxene,53.53,0.34,1.44,0.13,6.51,0.14,17.8,18.88,0.22,,99.05
px8,Clinopyroxene,52.83,0.42,2.56,0.34,6.23,0.14,16.76,19.44,0.39,,99.17
px8,Clinopyroxene,53.1,0.6,2.02,0.04,9,0.26,17.32,17.18,0.31,,99.84
px9,Clinopyroxene,52.52,0.47,2.81,0.3,6.64,0.15,16.77,19.15,0.38,,99.25
px10,Clinopyroxene,53.7,0.39,2.17,0.21,6.68,0.16,17.53,19.03,0.34,,100.27
px11,Clinopyroxene,50.66,0.44,3.28,0,13.05,0.56,12.26,18.03,0.73,,99.04
px11,Clinopyroxene,52.72,0.42,2.27,0.34,6.3,0.13,17.09,19.02,0.34,,98.66
px12,Clinopyroxene,53.38,0.36,2.05,0.26,6.41,0.18,17.21,19,0.35,,99.24
px12,Clinopyroxene,50.64,0.8,3.97,0,9.83,0.22,15.74,18.03,0.28,,99.53
px13,Clinopyroxene,52.91,0.47,2.54,0.27,6.48,0.14,16.97,19.42,0.36,,99.6
px13,Clinopyroxene,49.29,0.9,5.04,0.03,9.47,0.23,14.88,19.04,0.36,,99.24
px14,Clinopyroxene,53.33,0.39,2.31,0.31,5.96,0.12,17.27,19.45,0.38,,99.59
px15,Clinopyroxene,50.57,0.55,4.08,0.03,12.78,0.33,13.19,17.65,0.51,,99.72
px15,Clinopyroxene,53.55,0.36,2.07,0.33,6.43,0.14,17.41,19.02,0.37,,99.69
px15,Clinopyroxene,50.55,0.7,5.09,0.09,8.8,0.19,14.44,19.25,0.5,,99.62
,Clinopyroxene,49.86,1.304,4.144,0,9.79,0.201,13.871,20.25,0.29,,
,Clinopyroxene,52.244,0.879,2.87,0.034,9.301,0.218,14.619,20.587,0.35,,
,Clinopyroxene,52.703,0.659,1.98,0.079,9.462,0.248,14.591,21.207,0.31,,
,Clinopyroxene,51.756,0.887,2.931,0.016,9.14,0.198,14.526,20.477,0.319,,
,Clinopyroxene,51.659,0.956,3.176,0.234,8.622,0.17,14.836,20.361,0.302,,
,Clinopyroxene,51.786,0.712,2.791,0.102,8.532,0.172,15.115,20.639,0.294,,
,Clinopyroxene,51.858,0.861,2.343,0.025,9.481,0.34,14.628,20.715,0.319,,
,Clinopyroxene,52.124,0.652,2.186,0.063,9.304,0.318,15.354,20.194,0.315,,
,Clinopyroxene,51.702,1.059,2.887,0.012,9.847,0.267,14.671,19.56,0.34,,
,Clinopyroxene,51.696,0.697,2.606,0.042,9.18,0.256,15.118,20.263,0.349,,
,Clinopyroxene,52.468,0.731,1.905,0.018,9.135,0.298,14.962,20.554,0.306,,
,Clinopyroxene,52.994,0.632,1.623,0.025,9.143,0.262,15.236,20.13,0.288,,
,Clinopyroxene,52.167,0.722,2.141,0.009,9.286,0.267,15.045,20.541,0.345,,
,Clinopyroxene,52.316,0.662,1.748,0.004,9.301,0.319,15.203,20.092,0.329,,
,Clinopyroxene,51.867,0.951,2.647,0,9.938,0.376,15.137,19.102,0.346,,
,Clinopyroxene,51.775,0.902,2.409,0,9.43,0.243,15.007,20.106,0.313,,
,Clinopyroxene,52.778,0.729,2.027,0.056,9.647,0.301,14.868,20.568,0.337,,
,Clinopyroxene,51.206,0.892,3.427,0.08,9.009,0.234,14.742,20.754,0.284,,
,Clinopyroxene,51.938,0.809,1.757,0,9.943,0.342,14.984,19.721,0.373,,
,Clinopyroxene,51.743,0.816,2.196,0,9.647,0.331,14.843,20.249,0.373,,
,Clinopyroxene,51.871,0.834,2.235,0,8.931,0.328,15.006,20.087,0.338,,
,Clinopyroxene,51.822,0.911,2.424,0.311,9.633,0.269,14.843,19.135,0.394,,
,Clinopyroxene,51.901,0.674,4.278,0.449,6.485,0.174,16.445,19.555,0.441,,
,Clinopyroxene,52.522,0.926,1.61,0.006,9.627,0.303,15.893,18.343,0.287,,
,Clinopyroxene,52.149,0.997,2.371,0.019,10.14,0.315,15.309,19.156,0.321,,
,Clinopyroxene,51.339,1.154,3.208,0.083,8.513,0.225,14.586,20.683,0.348,,
,Clinopyroxene,52.738,0.969,1.459,0.009,11.222,0.287,14.863,18.811,0.342,,
,Clinopyroxene,52.025,0.797,4.451,0.626,6.692,0.212,16.233,19.233,0.528,,
,Clinopyroxene,52.139,1.193,1.615,0.023,13.713,0.395,13.775,17.153,0.376,,
,Clinopyroxene,50.729,0.969,3.864,0.314,7.579,0.11,14.853,20.662,0.311,,
,Clinopyroxene,52.318,0.882,1.855,0.016,9.969,0.205,14.931,19.262,0.407,,
,Clinopyroxene,53.713,0.694,1.77,0.115,8.625,0.324,16.697,18.741,0.237,,
,Clinopyroxene,53.576,0.716,1.719,0.026,13.792,0.549,14.483,15.14,0.52,,
,Clinopyroxene,52.41,0.676,3.926,0.485,5.927,0.168,15.467,21.03,0.452,,
,Clinopyroxene,53.418,0.577,2.726,0.206,6.887,0.234,17.579,18.252,0.367,,
,Clinopyroxene,51.452,1.027,2.732,0.079,9.155,0.258,14.656,20.141,0.352,,
,Clinopyroxene,51.751,0.996,2.469,0.177,9.526,0.25,14.795,19.425,0.441,,
,Clinopyroxene,51.619,1.009,3.69,0.548,6.746,0.181,15.314,21.163,0.342,,
,Clinopyroxene,52.147,0.894,3.284,0.384,6.638,0.114,14.944,21.385,0.324,,
,Clinopyroxene,51.431,1.076,4.081,0.487,6.32,0.155,14.845,21.564,0.359,,
,Clinopyroxene,52.885,0.829,2.097,0.107,8.973,0.302,15.334,19.744,0.419,,
,Clinopyroxene,53.55,0.19,0.63,0,8.54,0.37,14.79,19.88,0.36,0.01,98.32
,Clinopyroxene,52.8,0.33,1.48,0.04,9.66,0.3,14.17,19.22,0.28,0.01,98.29
,Clinopyroxene,52.45,0.26,1.18,0.02,11.38,0.37,13.72,18.83,0.38,0,98.59
,Clinopyroxene,52.31,0.63,1.81,0,9.49,0.26,15.65,18.39,0.34,0,98.88
,Clinopyroxene,52.93,0.56,1.73,0,9.34,0.3,15.66,18.36,0.3,0,99.18
,Clinopyroxene,52.53,0.76,2.19,0.15,8.54,0.23,15.89,18.35,0.27,0.01,98.92
,Clinopyroxene,52.38,0.82,2.36,0,9.54,0.26,15.23,18.33,0.37,0.01,99.3
,Clinopyroxene,52.5,0.74,2.14,0.01,9.85,0.29,15.19,18.32,0.32,0.02,99.38
,Clinopyroxene,52.72,0.65,2.04,0,9.59,0.26,15.6,18.27,0.35,0.01,99.49
,Clinopyroxene,51.81,0.73,2.17,0,9.45,0.28,15.4,18.21,0.3,0.01,98.36
,Clinopyroxene,52.57,0.61,2,0.01,8.99,0.25,15.52,18.2,0.31,0,98.46
,Clinopyroxene,51.83,0.25,0.59,0.03,14.57,0.36,12.14,17.88,0.34,0.02,98.01
,Clinopyroxene,52.2,0.44,1.45,0,12.6,0.32,13.62,17.86,0.32,0.01,98.82
,Clinopyroxene,51.89,0.8,2.24,0.02,10.29,0.48,14.54,17.74,0.44,0.03,98.47
,Clinopyroxene,51.86,1.04,1.67,0.36,8.66,0.24,16.18,17.49,0.27,0.01,97.78
,Clinopyroxene,51.57,0.7,1.94,0.02,12.92,0.37,13.52,17.29,0.27,0.01,98.61
,Clinopyroxene,51.94,0.87,1.94,0,11.55,0.34,14.71,17.04,0.31,0.03,98.73
,Clinopyroxene,52.37,0.72,2.08,0.09,10.5,0.27,15.82,16.64,0.28,0,98.77
,Clinopyroxene,51.66,0.9,1.37,0.01,15.35,0.45,13.32,15.79,0.29,0.01,99.15
,Clinopyroxene,51.26,0.52,0.84,0,17.98,0.48,11.4,15.34,0.26,0.01,98.09
,Clinopyroxene,53.75,0.42,1.39,0.02,11.35,0.33,20.34,11.82,0.14,0,99.56
,Clinopyroxene,48.9,1.73,3.01,0,13.3,0.28,13.2,19.6,0.5,0,100.52
,Clinopyroxene,51.9,0.54,3.23,0.44,6.02,0,16.2,21.3,0.33,0,99.96
,Clinopyroxene,52.8,0.27,2.58,0.24,6.24,0,17.3,19.4,0.42,0,99.25
,Clinopyroxene,51.7,0.57,4.5,0.51,5.82,0,16,19.6,0.38,0,99.08
MA tephra 1-75 ,Clinopyroxene,51.91,0.677,1.596,0.006,11.16,0.281,14.946,18.656,0.327,,
MA tephra 1-64 ,Clinopyroxene,50.739,0.841,2.524,0.175,10.905,0.283,14.19,18.868,0.331,,
MA tephra 1-48 ,Clinopyroxene,51.678,0.813,1.993,0.204,9.732,0.257,15.202,18.879,0.319,,
MA tephra 1-43 ,Clinopyroxene,50.796,1.038,2.813,0.023,10.896,0.344,14.376,18.934,0.388,,
MA tephra 1-82 ,Clinopyroxene,51.624,0.802,1.935,0.001,9.566,0.238,15.345,19.065,0.345,,
MA tephra 1-53 ,Clinopyroxene,51.69,0.656,1.864,0.041,10.362,0.302,14.715,19.075,0.368,,
MA tephra 1-41 ,Clinopyroxene,51.268,0.593,1.973,0.003,11.033,0.293,14.311,19.255,0.401,,
MA tephra 1-66 ,Clinopyroxene,50.979,0.725,2.534,0.029,9.275,0.218,15.414,19.302,0.362,,
MA tephra 1-79 ,Clinopyroxene,51.912,0.601,1.888,0.343,9.29,0.238,15.612,19.319,0.329,,
MA tephra 1-22 ,Clinopyroxene,51.781,0.707,1.638,0.024,10.371,0.307,15.137,19.347,0.364,,
MA tephra 1-61 ,Clinopyroxene,50.688,0.735,2.415,0.163,9.043,0.281,15.067,19.407,0.329,,
MA tephra 1-58 ,Clinopyroxene,51.389,0.752,2.365,0.133,9.747,0.27,14.851,19.424,0.338,,
MA tephra 1-51 ,Clinopyroxene,51.838,0.792,2.067,0.043,9.695,0.293,15.159,19.429,0.316,,
MA tephra 1-85 ,Clinopyroxene,50.675,0.819,2.708,0.089,9.309,0.259,14.232,19.453,0.385,,
MA tephra 1-9 ,Clinopyroxene,51.626,0.815,2.115,0.003,9.536,0.274,15.183,19.476,0.401,,
MA tephra 1-62 ,Clinopyroxene,51.011,0.847,2.36,0.064,8.867,0.265,15.091,19.492,0.282,,
MA tephra 1-78 ,Clinopyroxene,51.322,0.881,2.042,0.02,10.342,0.263,14.875,19.515,0.341,,
MA tephra 1-52 ,Clinopyroxene,51.189,0.816,2.148,0,9.769,0.314,14.539,19.525,0.38,,
MA tephra 1-69 ,Clinopyroxene,51.411,0.783,1.936,0.004,9.996,0.233,14.863,19.532,0.286,,
MA tephra 1-21 ,Clinopyroxene,51.013,0.813,2.206,0.006,9.13,0.231,15.313,19.541,0.335,,
MA tephra 1-60 ,Clinopyroxene,51.733,0.679,1.98,0.006,9.644,0.241,15.129,19.604,0.328,,
MA tephra 1-63 ,Clinopyroxene,51.781,0.58,1.572,0.006,11.235,0.306,13.676,19.605,0.319,,
MA tephra 1-72 ,Clinopyroxene,51.098,0.782,2.172,0.061,9.567,0.23,14.992,19.631,0.367,,
MA tephra 1-70 ,Clinopyroxene,50.628,0.837,3.458,0.025,9.6,0.24,14.444,19.641,0.405,,
MA tephra 1-39 ,Clinopyroxene,51.66,0.783,2.057,0,9.734,0.253,14.967,19.669,0.308,,
MA tephra 1-36 ,Clinopyroxene,51.466,0.788,2.338,0.015,8.931,0.215,15.416,19.689,0.315,,
MA tephra 1-54 ,Clinopyroxene,51.323,0.694,2.464,0.103,8.707,0.28,15.437,19.691,0.304,,
MA tephra 1-76 ,Clinopyroxene,51.467,0.809,1.919,0,9.389,0.262,14.847,19.702,0.29,,
MA tephra 1-47 ,Clinopyroxene,51.165,0.863,2.489,0.098,9.236,0.298,15.057,19.711,0.336,,
MA tephra 1-42 ,Clinopyroxene,51.509,0.818,2.184,0.021,9.033,0.252,15.164,19.715,0.312,,
MA tephra 1-49 ,Clinopyroxene,51.597,0.782,2.094,0.055,9.044,0.26,15.513,19.752,0.326,,
MA tephra 1-74 ,Clinopyroxene,51.557,0.794,2.048,0.054,8.756,0.243,14.889,19.78,0.325,,
MA tephra 1-29 ,Clinopyroxene,51.855,0.77,2.008,0.038,8.901,0.253,15.306,19.82,0.304,,
MA tephra 1-59 ,Clinopyroxene,51.238,0.839,2.261,0.052,9.381,0.255,15.081,19.859,0.316,,
MA tephra 1-46 ,Clinopyroxene,51.409,0.773,2.254,0.095,9.093,0.243,15.374,20.037,0.285,,
MA tephra 1-86 ,Clinopyroxene,51.278,0.856,2.29,0.052,8.545,0.232,14.892,20.133,0.308,,
MA tephra 1-67 ,Clinopyroxene,51.241,0.906,2.367,0.017,9.195,0.224,15.137,20.226,0.293,,
MA tephra 1-56 ,Clinopyroxene,50.879,0.752,2.821,0.211,8.208,0.162,15.012,20.312,0.298,,
MA tephra 2-58 ,Clinopyroxene,51.301,0.913,2.214,0.036,12.543,0.316,14.791,17.113,0.322,,
MA tephra 2-5 ,Clinopyroxene,51.244,0.866,2.141,0.072,11.301,0.315,15.791,17.345,0.285,,
MA tephra 2-56 ,Clinopyroxene,51.083,0.888,2.232,0.047,11.91,0.303,14.938,17.371,0.38,,
MA tephra 2-22 ,Clinopyroxene,51.838,0.735,1.521,0.012,13.651,0.355,13.783,18.049,0.298,,
MA tephra 2-8 ,Clinopyroxene,50.966,0.843,2.077,0.07,11.393,0.259,15.132,18.058,0.362,,
MA tephra 2-41 ,Clinopyroxene,51.359,0.902,2.16,0.013,10.648,0.234,15.432,18.251,0.305,,
MA tephra 2-54 ,Clinopyroxene,51.64,0.582,1.595,0,11.472,0.377,13.982,18.263,0.348,,
MA tephra 2-6 ,Clinopyroxene,51.543,0.814,2.073,0.119,10.193,0.223,14.929,18.3,0.335,,
MA tephra 2-50 ,Clinopyroxene,51.488,0.917,2.338,0.066,10.537,0.251,14.704,18.371,0.376,,
MA tephra 2-53 ,Clinopyroxene,51.969,0.842,1.925,0.025,10.778,0.3,15.313,18.452,0.326,,
MA tephra 2-32 ,Clinopyroxene,51.452,0.916,2.37,0.045,11.437,0.26,14.867,18.504,0.309,,
MA tephra 2-76 ,Clinopyroxene,51.587,0.944,2.197,0.045,10.686,0.258,14.908,18.544,0.353,,
MA tephra 2-70 ,Clinopyroxene,52.208,0.768,1.862,0.069,10.745,0.267,15.404,18.586,0.294,,
MA tephra 2-63 ,Clinopyroxene,51.716,0.739,1.213,0.021,12.98,0.415,13.743,18.636,0.329,,
MA tephra 2-24 ,Clinopyroxene,51.991,0.66,1.49,0.019,12.319,0.35,14.184,18.748,0.321,,
MA tephra 2-15 ,Clinopyroxene,50.326,0.925,2.722,0.002,13.342,0.467,12.382,18.789,0.318,,
MA tephra 2-64 ,Clinopyroxene,51.692,0.639,1.385,0.008,12.474,0.384,13.845,18.884,0.333,,
MA tephra 2-2 ,Clinopyroxene,51.305,0.783,2.132,0.019,10.819,0.336,14.366,18.92,0.402,,
MA tephra 2-71 ,Clinopyroxene,50.452,0.963,2.356,0.115,10.098,0.282,15.052,18.949,0.312,,
MA tephra 2-9 ,Clinopyroxene,51.539,0.387,0.898,0,15.159,0.48,12.06,18.98,0.283,,
MA tephra 2-67 ,Clinopyroxene,51.563,0.878,2.15,0.12,10.064,0.254,15.042,19.045,0.313,,
MA tephra 2-55 ,Clinopyroxene,51.789,0.828,2.195,0.133,9.951,0.273,14.99,19.099,0.334,,
MA tephra 2-62 ,Clinopyroxene,51.869,0.408,1.033,0.001,14.07,0.48,12.587,19.118,0.281,,
MA tephra 2-65 ,Clinopyroxene,51.661,0.903,2.512,0.032,9.166,0.21,15.224,19.307,0.312,,
MA tephra 2-11 ,Clinopyroxene,51.175,0.9,2.354,0.04,9.615,0.259,15.172,19.383,0.33,,
MA tephra 2-57 ,Clinopyroxene,52.621,0.783,1.75,0.022,9.562,0.282,15.697,19.46,0.301,,
MA tephra 2-44 ,Clinopyroxene,50.615,0.794,2.733,0.13,12.076,0.329,12.922,19.494,0.396,,
MA tephra 2-1 ,Clinopyroxene,51.452,0.734,2.331,0.377,8.632,0.255,15.419,19.534,0.319,,
MA tephra 2-45 ,Clinopyroxene,51.316,0.817,2.306,0.016,10.991,0.311,13.97,19.55,0.36,,
MA tephra 2-52 ,Clinopyroxene,51.296,0.818,2.47,0.006,9.795,0.242,15.194,19.552,0.364,,
MA tephra 2-60 ,Clinopyroxene,51.462,0.811,2.438,0.29,8.644,0.249,14.876,19.577,0.324,,
MA tephra 2-26 ,Clinopyroxene,51.099,0.685,3.467,0.451,8.89,0.246,15.222,19.594,0.346,,
MA tephra 2-69 ,Clinopyroxene,51.908,0.75,2.185,0.02,9.823,0.276,14.862,19.625,0.344,,
MA tephra 2-75 ,Clinopyroxene,52.154,0.964,2.23,0.204,8.626,0.234,15.124,19.774,0.319,,
MA tephra 2-20 ,Clinopyroxene,51.365,0.574,2.781,0.249,10.316,0.274,14.346,19.832,0.352,,
MA tephra A+-77 ,Clinopyroxene,51.723,0.759,1.406,0.004,13.348,0.383,14.239,17.77,0.311,,
MA tephra A+-7 ,Clinopyroxene,51.644,0.698,1.517,0.023,13.598,0.402,14.015,17.875,0.363,,
MA tephra A+-99 ,Clinopyroxene,51.66,0.768,1.896,0.037,11.318,0.282,15.546,18.138,0.34,,
MA tephra A+-98 ,Clinopyroxene,51.408,0.49,1.268,0.006,14.991,0.484,13.173,18.175,0.303,,
MA tephra A+-91 ,Clinopyroxene,51.906,0.468,1.164,0,14.439,0.517,13.176,18.199,0.316,,
MA tephra A+-38 ,Clinopyroxene,51.641,0.863,2.193,0.094,10.984,0.291,14.826,18.224,0.38,,
MA tephra A+-8 ,Clinopyroxene,52.025,0.409,0.993,0.006,12.494,0.404,14.321,18.282,0.342,,
MA tephra A+-107 ,Clinopyroxene,51.751,0.559,1.459,0,12.541,0.433,13.92,18.484,0.335,,
MA tephra A+-78 ,Clinopyroxene,51.426,0.967,2.248,0.131,10.59,0.32,15.504,18.525,0.311,,
MA tephra A+-11 ,Clinopyroxene,51.719,0.805,1.575,0.041,12.583,0.309,14.46,18.611,0.272,,
MA tephra A+-140 ,Clinopyroxene,51.51,0.689,2.008,0.006,11.798,0.313,14.463,18.629,0.451,,
MA tephra A+-19 ,Clinopyroxene,51.181,0.746,2.077,0.052,12.817,0.361,13.605,18.636,0.361,,
MA tephra A+-43 ,Clinopyroxene,51.486,0.762,2.032,0.035,11.569,0.277,14.855,18.738,0.347,,
MA tephra A+-139 ,Clinopyroxene,51.041,0.712,2.147,0.077,10.51,0.307,15.078,18.739,0.351,,
MA tephra A+-45 ,Clinopyroxene,51.632,0.768,1.74,0.037,11.399,0.249,15.01,18.883,0.323,,
MA tephra A+-126 ,Clinopyroxene,51.924,0.602,1.309,0.003,11.671,0.323,14.7,18.929,0.339,,
MA tephra A+-40 ,Clinopyroxene,51.759,0.884,1.996,0.09,10.312,0.269,15.557,18.962,0.312,,
MA tephra A+-6 ,Clinopyroxene,51.507,0.826,2.294,0.056,9.618,0.246,15.541,19.01,0.354,,
